project,smell,package,class,prompt_file,context_size,label
jitwatch,God Component,org.adoptopenjdk.jitwatch.launch,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_launch.txt,2702,0
zxing,God Component,com.google.zxing.datamatrix,,data/processed/prompts/god_component/zxing/com_google_zxing_datamatrix.txt,3553,0
zxing,God Component,com.google.zxing.pdf417.encoder,,data/processed/prompts/god_component/zxing/com_google_zxing_pdf417_encoder.txt,41058,0
javaparser,God Component,com.github.javaparser.quality,,data/processed/prompts/god_component/javaparser/com_github_javaparser_quality.txt,839,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.report.inlining,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_inlining.txt,1076,0
zxing,God Component,com.google.zxing,,data/processed/prompts/god_component/zxing/com_google_zxing.txt,18747,0
javaparser,God Component,com.github.javaparser.symbolsolver.reflectionmodel.comparators,,data/processed/prompts/god_component/javaparser/com_github_javaparser_symbolsolver_reflectionmodel_comparators.txt,1447,0
jsoup,God Component,org.jsoup.safety,,data/processed/prompts/god_component/jsoup/org_jsoup_safety.txt,42308,0
javaparser,God Component,com.github.javaparser.javasymbolsolver.javassist.symbols.main.jar,,data/processed/prompts/god_component/javaparser/com_github_javaparser_javasymbolsolver_javassist_symbols_main_jar.txt,1587,0
javaparser,God Component,issue1945.interfaces,,data/processed/prompts/god_component/javaparser/issue1945_interfaces.txt,475,0
zxing,God Component,com.google.zxing.oned.rss.expanded,,data/processed/prompts/god_component/zxing/com_google_zxing_oned_rss_expanded.txt,9480,0
commons-lang,God Component,org.apache.commons.lang3.mutable,,data/processed/prompts/god_component/commons-lang/org_apache_commons_lang3_mutable.txt,19018,0
javaparser,God Component,com.github.javaparser.printer,,data/processed/prompts/god_component/javaparser/com_github_javaparser_printer.txt,49767,0
javaparser,God Component,com.github.javaparser.symbolsolver.core.resolution,,data/processed/prompts/god_component/javaparser/com_github_javaparser_symbolsolver_core_resolution.txt,1162,0
zxing,God Component,com.google.zxing.common.detector,,data/processed/prompts/god_component/zxing/com_google_zxing_common_detector.txt,5503,0
javaparser,God Component,demo,,data/processed/prompts/god_component/javaparser/demo.txt,2102,0
javaparser,God Component,com.github.javaparser.ast.type,,data/processed/prompts/god_component/javaparser/com_github_javaparser_ast_type.txt,29335,1
gson,God Component,com.google.gson.graph,,data/processed/prompts/god_component/gson/com_google_gson_graph.txt,11188,0
google-java-format,God Component,com.google.googlejavaformat.intellij,,data/processed/prompts/god_component/google-java-format/com_google_googlejavaformat_intellij.txt,7937,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.jarscan,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan.txt,3730,0
javaparser,God Component,com.github.javaparser.resolution.logic,,data/processed/prompts/god_component/javaparser/com_github_javaparser_resolution_logic.txt,20960,0
jsoup,God Component,org.jsoup.internal,,data/processed/prompts/god_component/jsoup/org_jsoup_internal.txt,14708,0
jsoup,God Component,org.jsoup.examples,,data/processed/prompts/god_component/jsoup/org_jsoup_examples.txt,3757,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.report.suggestion,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_suggestion.txt,5357,0
byte-buddy,God Component,com.service.usage2,,data/processed/prompts/god_component/byte-buddy/com_service_usage2.txt,409,0
zxing,God Component,com.google.zxing.web,,data/processed/prompts/god_component/zxing/com_google_zxing_web.txt,12530,0
javaparser,God Component,com.github.javaparser.printer.lexicalpreservation,,data/processed/prompts/god_component/javaparser/com_github_javaparser_printer_lexicalpreservation.txt,98414,1
javaparser,God Component,com.github.javaparser.symbolsolver.reflectionmodel,,data/processed/prompts/god_component/javaparser/com_github_javaparser_symbolsolver_reflectionmodel.txt,25972,1
javaparser,God Component,com.github.javaparser.symbolsolver.javaparsermodel.declarators,,data/processed/prompts/god_component/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_declarators.txt,2804,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.jarscan.sequencecount,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_sequencecount.txt,1858,0
byte-buddy,God Component,net.bytebuddy.utility.privilege,,data/processed/prompts/god_component/byte-buddy/net_bytebuddy_utility_privilege.txt,1364,0
commons-io,God Component,org.apache.commons.io.file.attribute,,data/processed/prompts/god_component/commons-io/org_apache_commons_io_file_attribute.txt,3706,0
byte-buddy,God Component,net.bytebuddy.implementation.bytecode.collection,,data/processed/prompts/god_component/byte-buddy/net_bytebuddy_implementation_bytecode_collection.txt,16681,0
jsoup,God Component,org.jsoup,,data/processed/prompts/god_component/jsoup/org_jsoup.txt,63833,0
byte-buddy,God Component,net.bytebuddy.implementation.bytecode.constant,,data/processed/prompts/god_component/byte-buddy/net_bytebuddy_implementation_bytecode_constant.txt,51350,1
jitwatch,God Component,org.adoptopenjdk.jitwatch.ui.toplist,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_toplist.txt,2609,0
javaparser,God Component,com.github.javaparser.ast.validator,,data/processed/prompts/god_component/javaparser/com_github_javaparser_ast_validator.txt,4278,1
javaparser,God Component,com.github.javaparser.ast.comments,,data/processed/prompts/god_component/javaparser/com_github_javaparser_ast_comments.txt,8294,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.demo,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_demo.txt,3115,0
zxing,God Component,com.google.zxing.common,,data/processed/prompts/god_component/zxing/com_google_zxing_common.txt,31698,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.jarscan.instructioncount,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_instructioncount.txt,867,0
javaparser,God Component,another,,data/processed/prompts/god_component/javaparser/another.txt,328,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.ui.stats,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_stats.txt,1452,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.ui.parserchooser,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_parserchooser.txt,624,0
zxing,God Component,com.google.zxing.aztec,,data/processed/prompts/god_component/zxing/com_google_zxing_aztec.txt,2534,0
byte-buddy,God Component,org.gradle.api.tasks,,data/processed/prompts/god_component/byte-buddy/org_gradle_api_tasks.txt,526,0
javaparser,God Component,com.github.javaparser.storage,,data/processed/prompts/god_component/javaparser/com_github_javaparser_storage.txt,252,0
zxing,God Component,com.google.zxing.aztec.decoder,,data/processed/prompts/god_component/zxing/com_google_zxing_aztec_decoder.txt,12974,0
javaparser,God Component,com.github.javaparser.wiki.samples,,data/processed/prompts/god_component/javaparser/com_github_javaparser_wiki_samples.txt,293,0
zxing,God Component,com.google.zxing.datamatrix.decoder,,data/processed/prompts/god_component/zxing/com_google_zxing_datamatrix_decoder.txt,25674,0
javaparser,God Component,com.github.javaparser.ast.validator.language.level.validations.chunks,,data/processed/prompts/god_component/javaparser/com_github_javaparser_ast_validator_language_level_validations_chunks.txt,6334,0
javaparser,God Component,groovy.transform.builder,,data/processed/prompts/god_component/javaparser/groovy_transform_builder.txt,3730,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.ui.report.eliminatedallocation,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_eliminatedallocation.txt,1773,0
zxing,God Component,com.google.zxing.client.android.result,,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_result.txt,13083,0
javaparser,God Component,com.github.javaparser.symbolsolver.resolution.typeinference,,data/processed/prompts/god_component/javaparser/com_github_javaparser_symbolsolver_resolution_typeinference.txt,60720,0
javaparser,God Component,com.github.javaparser.metamodel,,data/processed/prompts/god_component/javaparser/com_github_javaparser_metamodel.txt,90858,1
jitwatch,God Component,org.adoptopenjdk.jitwatch.ui.report.inlining,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_inlining.txt,1687,0
javaparser,God Component,com.github.javaparser.generator,,data/processed/prompts/god_component/javaparser/com_github_javaparser_generator.txt,6680,0
byte-buddy,God Component,net.bytebuddy.description,,data/processed/prompts/god_component/byte-buddy/net_bytebuddy_description.txt,70663,0
byte-buddy,God Component,net.bytebuddy.implementation.bytecode,,data/processed/prompts/god_component/byte-buddy/net_bytebuddy_implementation_bytecode.txt,31273,1
commons-io,God Component,org.apache.commons.io.monitor,,data/processed/prompts/god_component/commons-io/org_apache_commons_io_monitor.txt,14121,0
commons-io,God Component,org.apache.commons.io.file,,data/processed/prompts/god_component/commons-io/org_apache_commons_io_file.txt,88937,1
jitwatch,God Component,org.adoptopenjdk.jitwatch.parser.hotspot,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_parser_hotspot.txt,3636,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.jarscan.sequencesearch,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_sequencesearch.txt,2071,0
gson,God Component,com.google.gson.internal.reflect,,data/processed/prompts/god_component/gson/com_google_gson_internal_reflect.txt,10506,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.process,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_process.txt,1349,0
javaparser,God Component,package.b,,data/processed/prompts/god_component/javaparser/package_b.txt,241,0
commons-lang,God Component,org.apache.commons.lang3.exception,,data/processed/prompts/god_component/commons-lang/org_apache_commons_lang3_exception.txt,17962,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.ui.compilechain,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_compilechain.txt,5488,0
javaparser,God Component,com.github.javaparser.printer.configuration.imports,,data/processed/prompts/god_component/javaparser/com_github_javaparser_printer_configuration_imports.txt,1956,0
jitwatch,God Component,org.adoptopenjdk.jitwatch.jarscan.invokecount,,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_invokecount.txt,1565,0
byte-buddy,God Component,net.bytebuddy.benchmark,,data/processed/prompts/god_component/byte-buddy/net_bytebuddy_benchmark.txt,30399,0
