project,smell,package,class,prompt_file,context_size,label
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.language.level.validations,Java25Validator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_language_level_validations_Java25Validator.txt,508,0
byte-buddy,Hublike Modularization,net.bytebuddy.asm.AnnotationRemoval,AnnotationRemovingFieldVisitor,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_asm_AnnotationRemoval_AnnotationRemovingFieldVisitor.txt,7683,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.ByteCodeAppender,Size,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_ByteCodeAppender_Size.txt,7798,0
javaparser,Hublike Modularization,com.github.javaparser,TokenMgrException,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_TokenMgrException.txt,40963,0
javaparser,Hublike Modularization,japa.bdd.samples.JavaConcepts,Ugly,data/processed/prompts/hublike_modularization/javaparser/japa_bdd_samples_JavaConcepts_Ugly.txt,2386,0
javaparser,Hublike Modularization,com.github.javaparser.printer,XmlPrinter,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_printer_XmlPrinter.txt,18490,0
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.postprocessors,Java17PostProcessor,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_postprocessors_Java17PostProcessor.txt,423,0
commons-io,Hublike Modularization,org.apache.commons.io.input,ReaderInputStream,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_input_ReaderInputStream.txt,53458,0
javaparser,Hublike Modularization,com.github.javaparser.ast.nodeTypes,NodeWithParameters,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_nodeTypes_NodeWithParameters.txt,16662,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.time,FastDateFormat,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_time_FastDateFormat.txt,30875,0
zxing,Hublike Modularization,com.google.zxing.client.j2se,CommandLineRunner,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_j2se_CommandLineRunner.txt,4437,0
zxing,Hublike Modularization,com.google.zxing.client.j2se,DecoderConfig,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_j2se_DecoderConfig.txt,5917,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.report.escapeanalysis,AbstractEscapeAnalysisWalker,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_report_escapeanalysis_AbstractEscapeAnalysisWalker.txt,12744,0
commons-io,Hublike Modularization,org.apache.commons.io.input,TaggedReader,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_input_TaggedReader.txt,2092,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.Transformer,MethodModifierTransformer,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_Transformer_MethodModifierTransformer.txt,26251,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,CallableDeclarationMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_CallableDeclarationMetaModel.txt,36665,0
byte-buddy,Hublike Modularization,net.bytebuddy.utility.JavaConstant,NoOp,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_utility_JavaConstant_NoOp.txt,21353,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.HashCodeMethod,ForStaticTypeHash,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_HashCodeMethod_ForStaticTypeHash.txt,80957,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.InvokeDynamic,ForNullValue,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForNullValue.txt,96396,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableDoubleToLongFunction,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableDoubleToLongFunction.txt,583,0
commons-io,Hublike Modularization,org.apache.commons.io.function,IOConsumer,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_function_IOConsumer.txt,65284,0
jimfs,Hublike Modularization,com.google.common.jimfs.AbstractWatchService,State,data/processed/prompts/hublike_modularization/jimfs/com_google_common_jimfs_AbstractWatchService_State.txt,4233,0
commons-io,Hublike Modularization,org.apache.commons.io,HexDump,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_HexDump.txt,2775,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model,LogParseException,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_LogParseException.txt,43452,0
gson,Hublike Modularization,com.google.gson,JsonDeserializer,data/processed/prompts/hublike_modularization/gson/com_google_gson_JsonDeserializer.txt,11013,0
javaparser,Hublike Modularization,another,String,data/processed/prompts/hublike_modularization/javaparser/another_String.txt,180,0
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.postprocessors,Java22PostProcessor,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_postprocessors_Java22PostProcessor.txt,405,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.toplist,ITopListVisitable,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_toplist_ITopListVisitable.txt,570,0
zxing,Hublike Modularization,com.google.zxing.qrcode.encoder,MinimalEncoder,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_qrcode_encoder_MinimalEncoder.txt,45729,0
javaparser,Hublike Modularization,com.github.javaparser.printer.lexicalpreservation.changes,NoChange,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_printer_lexicalpreservation_changes_NoChange.txt,14198,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.time,DateFormatUtils,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_time_DateFormatUtils.txt,9421,0
zxing,Hublike Modularization,com.google.zxing.pdf417.encoder,Compaction,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_pdf417_encoder_Compaction.txt,31056,0
commons-io,Hublike Modularization,org.apache.commons.io.monitor.FileAlterationObserver,Builder,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_monitor_FileAlterationObserver_Builder.txt,13036,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_bytecode_BytecodeAnnotationBuilder.txt,40126,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.sandbox,ISandboxStage,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_sandbox_ISandboxStage.txt,6257,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.collection.ArrayFactory,ForReferenceType,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_collection_ArrayFactory_ForReferenceType.txt,26123,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.resolution.typesolvers,ClassLoaderTypeSolver,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_resolution_typesolvers_ClassLoaderTypeSolver.txt,7924,0
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.postprocessors,Java23PostProcessor,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_postprocessors_Java23PostProcessor.txt,433,0
jsoup,Hublike Modularization,org.jsoup.nodes,Node,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_nodes_Node.txt,81831,0
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.language.level.validations.Java1,3Validator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_language_level_validations_Java1_3Validator.txt,443,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model.assembly.arm,ARMShifter,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_assembly_arm_ARMShifter.txt,3662,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.attribute.RecordComponentAttributeAppender,Factory,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_attribute_RecordComponentAttributeAppender_Factory.txt,8328,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.gradle.android,Discovery,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_gradle_android_Discovery.txt,2588,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.logic,InferenceVariableType,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_logic_InferenceVariableType.txt,15031,0
commons-io,Hublike Modularization,org.apache.commons.io.output,ProxyWriter,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_output_ProxyWriter.txt,40875,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,BinaryExprMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_BinaryExprMetaModel.txt,34904,0
gson,Hublike Modularization,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,FieldsData,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_bind_ReflectiveTypeAdapterFactory_FieldsData.txt,10622,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.InvokeDynamic,ForLongConstant,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForLongConstant.txt,96083,0
zxing,Hublike Modularization,com.google.zxing.datamatrix.decoder,Version,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_datamatrix_decoder_Version.txt,12709,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.javassistmodel,JavassistConstructorDeclaration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_javassistmodel_JavassistConstructorDeclaration.txt,9418,0
commons-io,Hublike Modularization,org.apache.commons.io.input.ByteBufferCleaner,Java9Cleaner,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_input_ByteBufferCleaner_Java9Cleaner.txt,1072,0
jsoup,Hublike Modularization,org.jsoup.helper,AuthenticationHandler,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_helper_AuthenticationHandler.txt,23547,0
commons-io,Hublike Modularization,org.apache.commons.io.function,IOBiFunction,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_function_IOBiFunction.txt,19619,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.DynamicType,FieldMatchAdapter,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_DynamicType_FieldMatchAdapter.txt,79570,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.maven.ByteBuddyMojo,Coordinate,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_maven_ByteBuddyMojo_Coordinate.txt,22132,0
jsoup,Hublike Modularization,org.jsoup.helper.HttpConnection,Request,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_helper_HttpConnection_Request.txt,38158,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.concurrent.BasicThreadFactory,Builder,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_concurrent_BasicThreadFactory_Builder.txt,6285,0
commons-io,Hublike Modularization,org.apache.commons.io.filefilter,FileFilterUtils,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_filefilter_FileFilterUtils.txt,59115,0
byte-buddy,Hublike Modularization,net.bytebuddy.benchmark.jmh.generated.ClassByImplementationBenchmark.jmhType,B3,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_ClassByImplementationBenchmark_jmhType_B3.txt,1021,0
byte-buddy,Hublike Modularization,net.bytebuddy.pool.TypePool,ParameterTypeRegistrant,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_pool_TypePool_ParameterTypeRegistrant.txt,71749,0
jsoup,Hublike Modularization,org.jsoup.select.StructuralEvaluator,Root,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_StructuralEvaluator_Root.txt,2098,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,CommentMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_CommentMetaModel.txt,35215,0
commons-io,Hublike Modularization,org.apache.commons.io.function,IOUnaryOperator,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_function_IOUnaryOperator.txt,6149,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_assembly_AssemblyInstruction.txt,17030,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.maven.ByteBuddyMojo,ForConfiguredPlugin,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_maven_ByteBuddyMojo_ForConfiguredPlugin.txt,45497,0
gson,Hublike Modularization,com.google.gson.metrics,BagOfPrimitives,data/processed/prompts/hublike_modularization/gson/com_google_gson_metrics_BagOfPrimitives.txt,3256,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.InvokeDynamic,ForThisInstance,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForThisInstance.txt,96083,0
zxing,Hublike Modularization,com.google.zxing,EncodeHintType,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_EncodeHintType.txt,25168,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java,JavaInput,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_JavaInput.txt,33839,0
byte-buddy,Hublike Modularization,net.bytebuddy.agent.ByteBuddyAgent,ProcessProvider,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_agent_ByteBuddyAgent_ProcessProvider.txt,27564,0
gson,Hublike Modularization,com.google.gson.internal.LinkedTreeMap,EntrySet,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_LinkedTreeMap_EntrySet.txt,9904,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.declarations,ResolvedMethodLikeDeclaration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedMethodLikeDeclaration.txt,25514,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.declarations,ResolvedDeclaration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedDeclaration.txt,4917,0
zxing,Hublike Modularization,com.google.zxing.oned,UPCEANReader,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_oned_UPCEANReader.txt,19761,0
byte-buddy,Hublike Modularization,net.bytebuddy.asm.MemberRemoval,MemberRemovingClassVisitor,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_asm_MemberRemoval_MemberRemovingClassVisitor.txt,9366,0
