project,smell,package,class,prompt_file,context_size,label
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,AnnotationRegistrant,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_AnnotationRegistrant.txt,67303,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.javaparsermodel.declarations,JavaParserRecordDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_declarations_JavaParserRecordDeclaration.txt,5148,1
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute.MethodAttributeAppender,NoOp,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_MethodAttributeAppender_NoOp.txt,4005,0
javaparser,Insufficient Modularization,com.github.javaparser,LineEndingProcessingProvider,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_LineEndingProcessingProvider.txt,1407,0
zxing,Insufficient Modularization,com.google.zxing.client.android.Intents,Encode,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_Intents_Encode.txt,2738,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3,AnnotationUtils,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_AnnotationUtils.txt,3149,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.auxiliary.AuxiliaryType,SuffixingRandom,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_auxiliary_AuxiliaryType_SuffixingRandom.txt,1635,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.types,ResolvedUnionType,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_types_ResolvedUnionType.txt,978,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.InvokeDynamic,WithExplicitType,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_WithExplicitType.txt,23886,0
javaparser,Insufficient Modularization,com.github.javaparser.generator.core,CoreGenerator,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_generator_core_CoreGenerator.txt,1249,0
zxing,Insufficient Modularization,com.google.zxing.aztec.encoder,HighLevelEncoder,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_aztec_encoder_HighLevelEncoder.txt,3648,0
zxing,Insufficient Modularization,com.google.zxing,ChecksumException,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_ChecksumException.txt,581,0
google-java-format,Insufficient Modularization,com.google.googlejavaformat.java.FormatFileCallable,Result,data/processed/prompts/insufficient_modularization/google-java-format/com_google_googlejavaformat_java_FormatFileCallable_Result.txt,1084,0
commons-io,Insufficient Modularization,org.apache.commons.io.monitor,SerializableFileTime,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_monitor_SerializableFileTime.txt,965,0
zxing,Insufficient Modularization,com.google.zxing.qrcode.detector,FinderPatternFinder,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_qrcode_detector_FinderPatternFinder.txt,6656,1
javaparser,Insufficient Modularization,com.github.javaparser.ast.visitor,VoidVisitorWithDefaults,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_visitor_VoidVisitorWithDefaults.txt,3530,1
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,ForNonImplementedMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_ForNonImplementedMethod.txt,48255,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.Plugin,ErrorHandler,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_Plugin_ErrorHandler.txt,34079,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bind,DeclaringTypeResolver,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bind_DeclaringTypeResolver.txt,668,0
commons-io,Insufficient Modularization,org.apache.commons.io.function,IOBiConsumer,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_function_IOBiConsumer.txt,1017,0
jsoup,Insufficient Modularization,org.jsoup.select.Evaluator,IsFirstOfType,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_Evaluator_IsFirstOfType.txt,6546,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.declarations,ResolvedValueDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedValueDeclaration.txt,554,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.MethodCall,ForImplicitField,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_MethodCall_ForImplicitField.txt,25996,0
byte-buddy,Insufficient Modularization,net.bytebuddy.utility.dispatcher.JavaDispatcher,ForNonStaticMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_dispatcher_JavaDispatcher_ForNonStaticMethod.txt,12091,0
jsoup,Insufficient Modularization,org.jsoup.select,Nodes,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_Nodes.txt,2608,1
commons-io,Insufficient Modularization,org.apache.commons.io.function,IOSpliterator,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_function_IOSpliterator.txt,1346,0
jitwatch,Insufficient Modularization,(default package).EscapeTestManyFields,Wrapper1,data/processed/prompts/insufficient_modularization/jitwatch/(default package)_EscapeTestManyFields_Wrapper1.txt,1091,0
commons-io,Insufficient Modularization,org.apache.commons.io.filefilter,MagicNumberFileFilter,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_filefilter_MagicNumberFileFilter.txt,2948,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.loading.ByteArrayClassLoader,PersistenceHandler,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ByteArrayClassLoader_PersistenceHandler.txt,12612,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,BoundedReader,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_BoundedReader.txt,1398,0
zxing,Insufficient Modularization,com.google.zxing.common,DetectorResult,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_common_DetectorResult.txt,577,0
commons-io,Insufficient Modularization,org.apache.commons.io.filefilter,WildcardFileFilter,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_filefilter_WildcardFileFilter.txt,2789,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.TypeDescription,ContravariantBinding,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_ContravariantBinding.txt,66815,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.function,FailableByteSupplier,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_function_FailableByteSupplier.txt,567,0
jsoup,Insufficient Modularization,org.jsoup.safety.Safelist,TypedValue,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_safety_Safelist_TypedValue.txt,6250,0
zxing,Insufficient Modularization,com.google.zxing.client.android.Intents,SearchBookContents,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_Intents_SearchBookContents.txt,2740,0
javaparser,Insufficient Modularization,com.github.javaparser.ast,Modifier,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_Modifier.txt,1520,1
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,MethodCallExprMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_MethodCallExprMetaModel.txt,768,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold,FieldRegistry,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_FieldRegistry.txt,2720,0
javaparser,Insufficient Modularization,com.github.javaparser.printer.lexicalpreservation.changes,PropertyChange,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_printer_lexicalpreservation_changes_PropertyChange.txt,695,0
zxing,Insufficient Modularization,com.google.zxing.web.generator.client,UrlGenerator,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_web_generator_client_UrlGenerator.txt,798,0
javaparser,Insufficient Modularization,com.github.javaparser.JavaToken,Kind,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_JavaToken_Kind.txt,5403,0
javaparser,Insufficient Modularization,com.github.javaparser.printer.concretesyntaxmodel,CsmTextBlock,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_printer_concretesyntaxmodel_CsmTextBlock.txt,730,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode,Negation,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_Negation.txt,679,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.function,FailableIntFunction,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_function_FailableIntFunction.txt,696,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.declarations,ResolvedReferenceTypeDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedReferenceTypeDeclaration.txt,3598,1
jimfs,Insufficient Modularization,com.google.common.jimfs,File,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_File.txt,2114,1
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.jarscan.allocationcount,AllocCountMap,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_jarscan_allocationcount_AllocCountMap.txt,816,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,XmlStreamReaderException,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_XmlStreamReaderException.txt,1347,0
commons-io,Insufficient Modularization,org.apache.commons.io.output,CloseShieldWriter,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_output_CloseShieldWriter.txt,743,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.Plugin,Target,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_Plugin_Target.txt,34078,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.concurrent.locks,LockingVisitors,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_concurrent_locks_LockingVisitors.txt,6502,0
jsoup,Insufficient Modularization,org.jsoup.select,NodeEvaluator,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_NodeEvaluator.txt,824,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.Strings,CsStrings,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_Strings_CsStrings.txt,15284,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bind,ParameterLengthResolver,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bind_ParameterLengthResolver.txt,620,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute,AnnotationValueFilter,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_AnnotationValueFilter.txt,1208,0
commons-io,Insufficient Modularization,org.apache.commons.io,FileCleaningTracker,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_FileCleaningTracker.txt,2836,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.logic,MethodResolutionCapability,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_logic_MethodResolutionCapability.txt,564,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.assign.reference.GenericTypeAwareAssigner,IsAssignableToVisitor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_assign_reference_GenericTypeAwareAssigner_IsAssignableToVisitor.txt,3378,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.MethodCall,Explicit,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_MethodCall_Explicit.txt,25995,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.core.resolution,SymbolResolutionCapability,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_core_resolution_SymbolResolutionCapability.txt,599,0
jsoup,Insufficient Modularization,org.jsoup.safety.Cleaner,ElementMeta,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_safety_Cleaner_ElementMeta.txt,2322,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.VirtualMachine,Response,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_VirtualMachine_Response.txt,21484,0
zxing,Insufficient Modularization,com.google.zxing.client.android.encode,VCardFieldFormatter,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_encode_VCardFieldFormatter.txt,854,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,ForArray,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_ForArray.txt,67303,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bind.annotation.Binder,FieldResolver,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bind_annotation_Binder_FieldResolver.txt,7883,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.function,FailableIntSupplier,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_function_FailableIntSupplier.txt,562,0
commons-io,Insufficient Modularization,org.apache.commons.io.input.Tailer,Tailable,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_Tailer_Tailable.txt,9130,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.core.JITWatchConfig,CompressedOops,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_core_JITWatchConfig_CompressedOops.txt,6443,0
javaparser,Insufficient Modularization,japa.bdd.samples,JavaConcepts,data/processed/prompts/insufficient_modularization/javaparser/japa_bdd_samples_JavaConcepts.txt,2485,0
gson,Insufficient Modularization,com.google.gson,ReflectionAccessFilter,data/processed/prompts/insufficient_modularization/gson/com_google_gson_ReflectionAccessFilter.txt,2400,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.reflectionmodel,ReflectionInterfaceDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_reflectionmodel_ReflectionInterfaceDeclaration.txt,4663,1
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,ForWildcardBound,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_ForWildcardBound.txt,67304,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.visitor,GenericVisitorAdapter,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_visitor_GenericVisitorAdapter.txt,13574,1
byte-buddy,Insufficient Modularization,net.bytebuddy.description.module.ModuleDescription,Requires,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_module_ModuleDescription_Requires.txt,7904,0
commons-io,Insufficient Modularization,org.apache.commons.io.function,Erase,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_function_Erase.txt,1724,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,ForInterface,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_ForInterface.txt,48253,0
jsoup,Insufficient Modularization,org.jsoup.select.Evaluator,AttributeWithValueEnding,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_Evaluator_AttributeWithValueEnding.txt,6546,0
zxing,Insufficient Modularization,com.google.zxing.qrcode.decoder,Version,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_qrcode_decoder_Version.txt,6740,0
google-java-format,Insufficient Modularization,com.google.googlejavaformat.java.JavacTokens,CommentSavingTokenizer,data/processed/prompts/insufficient_modularization/google-java-format/com_google_googlejavaformat_java_JavacTokens_CommentSavingTokenizer.txt,1949,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,LazyTypeList,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyTypeList.txt,67305,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.Implementation,DelegationRecord,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_Implementation_DelegationRecord.txt,17486,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.declarations,ResolvedEnumConstantDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedEnumConstantDeclaration.txt,564,0
javaparser,Insufficient Modularization,com.example.Alpha,CustomInterface,data/processed/prompts/insufficient_modularization/javaparser/com_example_Alpha_CustomInterface.txt,488,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time.FastDateParser,TimeZoneStrategy,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_FastDateParser_TimeZoneStrategy.txt,8923,0
