project,smell,package,class,prompt_file,context_size,label
byte-buddy,Hublike Modularization,net.bytebuddy.description.type.RecordComponentDescription,RecordComponent,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_type_RecordComponentDescription_RecordComponent.txt,19039,0
jsoup,Hublike Modularization,org.jsoup.select,Nodes,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_Nodes.txt,26797,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ByteArrayClassLoader,PrependingEnumeration,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ByteArrayClassLoader_PrependingEnumeration.txt,12513,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.Functions,FailableBiConsumer,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_Functions_FailableBiConsumer.txt,12494,0
commons-io,Hublike Modularization,org.apache.commons.io.output.DeferredFileOutputStream,Builder,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_output_DeferredFileOutputStream_Builder.txt,11968,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,RecordPatternExprMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_RecordPatternExprMetaModel.txt,35039,0
byte-buddy,Hublike Modularization,net.bytebuddy.utility.JavaModule,Module,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_utility_JavaModule_Module.txt,17234,0
commons-io,Hublike Modularization,org.apache.commons.io.function,IOStream,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_function_IOStream.txt,17493,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.StackManipulation,Size,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_StackManipulation_Size.txt,8470,0
commons-io,Hublike Modularization,org.apache.commons.io.input,CharSequenceInputStream,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_input_CharSequenceInputStream.txt,51956,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.gradle.android,LegacyByteBuddyLocalClassesEnhancerTask,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_gradle_android_LegacyByteBuddyLocalClassesEnhancerTask.txt,78256,0
jimfs,Hublike Modularization,com.google.common.jimfs,Handler,data/processed/prompts/hublike_modularization/jimfs/com_google_common_jimfs_Handler.txt,967,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java.JavaInputAstVisitor,Kind,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_JavaInputAstVisitor_Kind.txt,58653,0
byte-buddy,Hublike Modularization,net.bytebuddy.benchmark.jmh.generated.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor,jmhTest,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_ClassByExtensionBenchmark_benchmarkByteBuddyWithAccessor_jmhTest.txt,4453,0
byte-buddy,Hublike Modularization,net.bytebuddy.asm.AsmVisitorWrapper,Entry,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_asm_AsmVisitorWrapper_Entry.txt,34221,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.scaffold.MethodGraph,ForJVMMethod,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_MethodGraph_ForJVMMethod.txt,43828,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.time.FastDateParser,StrategyParser,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_time_FastDateParser_StrategyParser.txt,17485,0
byte-buddy,Hublike Modularization,net.bytebuddy.asm.TypeReferenceAdjustment,TypeReferenceMethodVisitor,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_asm_TypeReferenceAdjustment_TypeReferenceMethodVisitor.txt,5877,0
byte-buddy,Hublike Modularization,net.bytebuddy.matcher,CollectionErasureMatcher,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_matcher_CollectionErasureMatcher.txt,7133,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,CompilationUnitMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_CompilationUnitMetaModel.txt,39935,0
jimfs,Hublike Modularization,com.google.common.jimfs.FileFactory,DirectorySupplier,data/processed/prompts/hublike_modularization/jimfs/com_google_common_jimfs_FileFactory_DirectorySupplier.txt,997,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.gradle.android.ByteBuddyAndroidPlugin,VariantAction,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidPlugin_VariantAction.txt,8440,0
byte-buddy,Hublike Modularization,net.bytebuddy.utility.JavaConstant,Dispatcher,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_utility_JavaConstant_Dispatcher.txt,54371,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.type.TypeDescription,RetainedMethodTypeVariable,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_RetainedMethodTypeVariable.txt,73472,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableLongUnaryOperator,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableLongUnaryOperator.txt,944,0
google-java-format,Hublike Modularization,com.google.googlejavaformat,Indent,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_Indent.txt,58908,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java.javadoc,JavadocWriter,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_javadoc_JavadocWriter.txt,13332,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.reflectionmodel,ReflectionInterfaceDeclaration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_reflectionmodel_ReflectionInterfaceDeclaration.txt,38730,0
javaparser,Hublike Modularization,com.example,ConstructorParameterTest,data/processed/prompts/hublike_modularization/javaparser/com_example_ConstructorParameterTest.txt,1093,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.StackManipulation,Trivial,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_StackManipulation_Trivial.txt,20317,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassReloadingStrategy,Disabled,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassReloadingStrategy_Disabled.txt,10691,0
zxing,Hublike Modularization,com.google.zxing.oned,MultiFormatUPCEANReader,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_oned_MultiFormatUPCEANReader.txt,10678,0
javaparser,Hublike Modularization,com.github.javaparser.utils,SourceZip,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_utils_SourceZip.txt,11900,0
gson,Hublike Modularization,com.google.gson,JsonParser,data/processed/prompts/hublike_modularization/gson/com_google_gson_JsonParser.txt,24114,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,JavadocCommentMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_JavadocCommentMetaModel.txt,32261,0
zxing,Hublike Modularization,com.google.zxing.client.android.camera,AutoFocusManager,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_android_camera_AutoFocusManager.txt,5413,0
javaparser,Hublike Modularization,com.github.javaparser.ast.observer,AstObserverAdapter,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_observer_AstObserverAdapter.txt,16069,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.report,Report,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_report_Report.txt,15240,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.histo,AttributeNameHistoWalker,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_histo_AttributeNameHistoWalker.txt,1103,0
jsoup,Hublike Modularization,org.jsoup.safety.Safelist,Protocol,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_safety_Safelist_Protocol.txt,12139,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.member,FieldAccess,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_member_FieldAccess.txt,89018,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.MethodCall,ForInstrumentedMethod,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_MethodCall_ForInstrumentedMethod.txt,68850,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.compare,ComparableUtils,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_compare_ComparableUtils.txt,4866,0
zxing,Hublike Modularization,com.google.zxing.pdf417.detector,Detector,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_pdf417_detector_Detector.txt,11958,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,TypeParameterMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_TypeParameterMetaModel.txt,35137,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.gradle.android.ByteBuddyAndroidService,Parameters,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidService_Parameters.txt,3089,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.concurrent.locks,LockingVisitors,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_concurrent_locks_LockingVisitors.txt,25134,0
jsoup,Hublike Modularization,org.jsoup.helper,ValidationException,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_helper_ValidationException.txt,367,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.compilechain,CompileChainStage,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_compilechain_CompileChainStage.txt,25411,0
javaparser,Hublike Modularization,com.github.javaparser.generator.core.visitor,EqualsVisitorGenerator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_generator_core_visitor_EqualsVisitorGenerator.txt,19916,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.event.EventUtils,EventBindingInvocationHandler,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_event_EventUtils_EventBindingInvocationHandler.txt,2528,0
byte-buddy,Hublike Modularization,net.bytebuddy.matcher,HasSuperTypeMatcher,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_matcher_HasSuperTypeMatcher.txt,77160,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.ThreadUtils,ThreadPredicate,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_ThreadUtils_ThreadPredicate.txt,10412,0
jsoup,Hublike Modularization,org.jsoup.safety.Safelist,TypedValue,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_safety_Safelist_TypedValue.txt,6149,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.jarscan.invokecount,InvokeCountOperation,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_jarscan_invokecount_InvokeCountOperation.txt,18727,0
byte-buddy,Hublike Modularization,net.bytebuddy.matcher,BooleanMatcher,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_matcher_BooleanMatcher.txt,30954,0
jimfs,Hublike Modularization,com.google.common.jimfs.AbstractWatchService,Event,data/processed/prompts/hublike_modularization/jimfs/com_google_common_jimfs_AbstractWatchService_Event.txt,2195,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.declarations,ResolvedTypeParametrizable,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedTypeParametrizable.txt,9103,0
google-java-format,Hublike Modularization,com.google.googlejavaformat,FormattingError,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_FormattingError.txt,999,0
javaparser,Hublike Modularization,com.github.javaparser.utils.SourceRoot,VisitFileCallback,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_utils_SourceRoot_VisitFileCallback.txt,12205,0
zxing,Hublike Modularization,com.google.zxing.maxicode.decoder,Decoder,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_maxicode_decoder_Decoder.txt,16921,0
commons-io,Hublike Modularization,org.apache.commons.io.build.AbstractOrigin,AbstractRandomAccessFileOrigin,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_build_AbstractOrigin_AbstractRandomAccessFileOrigin.txt,10067,0
byte-buddy,Hublike Modularization,net.bytebuddy.matcher,DefinedShapeMatcher,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_matcher_DefinedShapeMatcher.txt,8737,0
zxing,Hublike Modularization,com.google.zxing,MultiFormatWriter,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_MultiFormatWriter.txt,2031,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.exception,ExceptionContext,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_exception_ExceptionContext.txt,4840,0
javaparser,Hublike Modularization,implements.duplicate,A,data/processed/prompts/hublike_modularization/javaparser/implements_duplicate_A.txt,197,0
gson,Hublike Modularization,com.google.gson.internal.bind,NumberTypeAdapter,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_bind_NumberTypeAdapter.txt,49521,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bind.annotation.TargetMethodAnnotationDrivenBinder,OfConstant,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bind_annotation_TargetMethodAnnotationDrivenBinder_OfConstant.txt,21742,0
commons-io,Hublike Modularization,org.apache.commons.io.file,SimplePathVisitor,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_file_SimplePathVisitor.txt,7054,0
jsoup,Hublike Modularization,org.jsoup.examples,ListLinks,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_examples_ListLinks.txt,16972,0
gson,Hublike Modularization,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,Adapter,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_bind_ReflectiveTypeAdapterFactory_Adapter.txt,5917,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.compilationchooser,CompilationChooser,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_compilationchooser_CompilationChooser.txt,14654,0
javaparser,Hublike Modularization,com.github.javaparser,ParserConfiguration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ParserConfiguration.txt,61995,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bind.MethodDelegationBinder,ParameterBinding,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bind_MethodDelegationBinder_ParameterBinding.txt,31493,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.compilation,CompilationUtil,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_compilation_CompilationUtil.txt,43589,0
byte-buddy,Hublike Modularization,net.bytebuddy.pool.TypePool,Loadable,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_pool_TypePool_Loadable.txt,78893,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.MethodCall,WithImplicitType,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_MethodCall_WithImplicitType.txt,68849,0
javaparser,Hublike Modularization,main.GrandParent,MyEnum,data/processed/prompts/hublike_modularization/javaparser/main_GrandParent_MyEnum.txt,212,0
byte-buddy,Hublike Modularization,net.bytebuddy.agent.VirtualMachine,NamedPipeResponse,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_agent_VirtualMachine_NamedPipeResponse.txt,21385,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.AndroidDescriptor,Trivial,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_AndroidDescriptor_Trivial.txt,672,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model,CompilerName,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_CompilerName.txt,264,0
javaparser,Hublike Modularization,com.github.javaparser.generator.core.node,ReplaceMethodGenerator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_generator_core_node_ReplaceMethodGenerator.txt,29846,0
zxing,Hublike Modularization,com.google.zxing.pdf417.decoder.ec,ErrorCorrection,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_pdf417_decoder_ec_ErrorCorrection.txt,10798,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.Plugin,CompoundIterator,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_Plugin_CompoundIterator.txt,33979,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableIntUnaryOperator,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableIntUnaryOperator.txt,943,0
zxing,Hublike Modularization,com.google.zxing.client.android.share,BookmarkPickerActivity,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_android_share_BookmarkPickerActivity.txt,3286,0
zxing,Hublike Modularization,com.google.zxing.web,DecodeServlet,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_web_DecodeServlet.txt,12023,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.type.TypeList,ForDetachedTypes,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_type_TypeList_ForDetachedTypes.txt,75708,0
jsoup,Hublike Modularization,org.jsoup.select.Evaluator,AttributeWithValueContaining,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_Evaluator_AttributeWithValueContaining.txt,6445,0
javaparser,Hublike Modularization,(default package).EnumWithInnerType,EnumInner,data/processed/prompts/hublike_modularization/javaparser/(default package)_EnumWithInnerType_EnumInner.txt,201,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.viewer,AbstractTextViewerStage,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_viewer_AbstractTextViewerStage.txt,16951,0
byte-buddy,Hublike Modularization,net.bytebuddy.ClassFileVersion,Resolver,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_ClassFileVersion_Resolver.txt,9980,0
zxing,Hublike Modularization,com.google.zxing.integration.android,IntentResult,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_integration_android_IntentResult.txt,5075,0
jsoup,Hublike Modularization,org.jsoup.select.Evaluator,ContainsWholeOwnText,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_Evaluator_ContainsWholeOwnText.txt,6445,0
jimfs,Hublike Modularization,com.google.common.jimfs.AbstractWatchService,State,data/processed/prompts/hublike_modularization/jimfs/com_google_common_jimfs_AbstractWatchService_State.txt,4233,0
jsoup,Hublike Modularization,org.jsoup.select.Evaluator,Class,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_Evaluator_Class.txt,6442,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.core.JITWatchConfig,BackgroundCompilation,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_core_JITWatchConfig_BackgroundCompilation.txt,12524,0
zxing,Hublike Modularization,com.google.zxing.datamatrix.decoder,Decoder,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_datamatrix_decoder_Decoder.txt,25158,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableDoublePredicate,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableDoublePredicate.txt,972,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.method.ParameterList,OfLegacyVmMethod,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_method_ParameterList_OfLegacyVmMethod.txt,17174,0
javaparser,Hublike Modularization,com.github.javaparser.printer.lexicalpreservation,ChildTextElement,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_printer_lexicalpreservation_ChildTextElement.txt,36559,0
