project,smell,package,class,prompt_file,context_size,label
gson,Insufficient Modularization,com.google.gson.internal.bind.CollectionTypeAdapterFactory,Adapter,data/processed/prompts/insufficient_modularization/gson/com_google_gson_internal_bind_CollectionTypeAdapterFactory_Adapter.txt,1030,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.compare,ComparableUtils,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_compare_ComparableUtils.txt,2610,0
zxing,Insufficient Modularization,com.google.zxing.client.android,Intents,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_Intents.txt,2737,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.concurrent,CallableBackgroundInitializer,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_concurrent_CallableBackgroundInitializer.txt,1371,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.AsmVisitorWrapper,NoOp,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_AsmVisitorWrapper_NoOp.txt,6289,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.toplist,AbstractTopListVisitable,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_toplist_AbstractTopListVisitable.txt,801,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.modifier,FieldManifestation,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_modifier_FieldManifestation.txt,899,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.method.ParameterList,OfMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_method_ParameterList_OfMethod.txt,5026,0
byte-buddy,Insufficient Modularization,net.bytebuddy.benchmark.jmh.generated.SuperClassInvocationBenchmark.benchmarkByteBuddyWithPrefix,jmhTest,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_SuperClassInvocationBenchmark_benchmarkByteBuddyWithPrefix_jmhTest.txt,4528,0
zxing,Insufficient Modularization,com.google.zxing.oned.rss.expanded.decoders,AI013103decoder,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_oned_rss_expanded_decoders_AI013103decoder.txt,642,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.utils,FileUtils,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_utils_FileUtils.txt,588,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.event,EventListenerSupport,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_event_EventListenerSupport.txt,3100,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.Strings,CsStrings,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_Strings_CsStrings.txt,15284,0
zxing,Insufficient Modularization,com.google.zxing.web,OutputUtils,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_web_OutputUtils.txt,666,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,Dispatcher,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_Dispatcher.txt,73356,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.member,Invokedynamic,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_member_Invokedynamic.txt,892,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.method.ParameterList,OfLegacyVmMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_method_ParameterList_OfLegacyVmMethod.txt,5028,0
javaparser,Insufficient Modularization,com.github.javaparser.utils,ParserCollectionStrategy,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_utils_ParserCollectionStrategy.txt,1062,0
byte-buddy,Insufficient Modularization,org.gradle.api.tasks,PathSensitivity,data/processed/prompts/insufficient_modularization/byte-buddy/org_gradle_api_tasks_PathSensitivity.txt,569,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,UncheckedFilterReader,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_UncheckedFilterReader.txt,1615,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.auxiliary.TypeProxy,MethodCall,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_auxiliary_TypeProxy_MethodCall.txt,5777,0
jsoup,Insufficient Modularization,org.jsoup.helper.AuthenticationHandler,AuthShim,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_helper_AuthenticationHandler_AuthShim.txt,997,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.InvokeDynamic,ForIntegerConstant,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForIntegerConstant.txt,23886,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.logic,ConstructorResolutionLogic,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_logic_ConstructorResolutionLogic.txt,2243,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.modules,ModuleOpensDirective,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_modules_ModuleOpensDirective.txt,1872,1
byte-buddy,Insufficient Modularization,net.bytebuddy.matcher.LatentMatcher,ForRecordComponentToken,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_matcher_LatentMatcher_ForRecordComponentToken.txt,2453,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.DynamicType,Unloaded,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_DynamicType_Unloaded.txt,63018,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.auxiliary.TypeProxy,SilentConstruction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_auxiliary_TypeProxy_SilentConstruction.txt,5778,0
google-java-format,Insufficient Modularization,com.google.googlejavaformat.java.JavacTokens,AccessibleScanner,data/processed/prompts/insufficient_modularization/google-java-format/com_google_googlejavaformat_java_JavacTokens_AccessibleScanner.txt,1949,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.body,ConstructorDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_body_ConstructorDeclaration.txt,2456,1
commons-lang,Insufficient Modularization,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker,CheckIntervalData,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_concurrent_EventCountCircuitBreaker_CheckIntervalData.txt,5199,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.annotation.AnnotationValue,PropertyDelegate,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_annotation_AnnotationValue_PropertyDelegate.txt,20734,0
byte-buddy,Insufficient Modularization,net.bytebuddy.utility.GraalImageCode,ImageCodeContextAction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_GraalImageCode_ImageCodeContextAction.txt,1704,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,Factory,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_Factory.txt,73355,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,LazyTypeVariable,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyTypeVariable.txt,67305,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.AccessControllerPlugin,WithProperty,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_AccessControllerPlugin_WithProperty.txt,4896,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,FieldTokenList,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_FieldTokenList.txt,67304,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.mutable,Mutable,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_mutable_Mutable.txt,764,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle,ByteBuddySimpleTaskExtension,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_ByteBuddySimpleTaskExtension.txt,873,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.Plugin,CompoundIterator,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_Plugin_CompoundIterator.txt,34080,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.TypeVariableSource,AbstractBase,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_TypeVariableSource_AbstractBase.txt,1534,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_assembly_AssemblyInstruction.txt,1972,0
javaparser,Insufficient Modularization,org.tensorflow.op,Ops,data/processed/prompts/insufficient_modularization/javaparser/org_tensorflow_op_Ops.txt,87676,1
byte-buddy,Insufficient Modularization,net.bytebuddy.build.AccessControllerPlugin,WithoutProperty,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_AccessControllerPlugin_WithoutProperty.txt,4897,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.ByteBuddyAgent,ExternalAttachment,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_ByteBuddyAgent_ExternalAttachment.txt,13962,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,Default,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_Default.txt,48252,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.auxiliary.TypeProxy,AccessorMethodInvocation,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_auxiliary_TypeProxy_AccessorMethodInvocation.txt,5779,0
zxing,Insufficient Modularization,com.google.zxing.client.android.encode.MECARDContactEncoder,MECARDTelDisplayFormatter,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_encode_MECARDContactEncoder_MECARDTelDisplayFormatter.txt,1033,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.text.StrBuilder,StrBuilderTokenizer,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_text_StrBuilder_StrBuilderTokenizer.txt,24313,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.resolution.typeinference,BoundSet,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_resolution_typeinference_BoundSet.txt,8586,1
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,LazyAnnotationValue,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyAnnotationValue.txt,67305,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,StringLiteralExprMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_StringLiteralExprMetaModel.txt,718,0
jsoup,Insufficient Modularization,org.jsoup.safety,Cleaner,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_safety_Cleaner.txt,2320,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.member.FieldAccess,FieldGetInstruction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_member_FieldAccess_FieldGetInstruction.txt,2230,0
javaparser,Insufficient Modularization,a.b.c,ExampleClass,data/processed/prompts/insufficient_modularization/javaparser/a_b_c_ExampleClass.txt,365,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type,TypeVariableToken,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeVariableToken.txt,1235,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,TokenizedGenericType,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_TokenizedGenericType.txt,67305,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.ByteBuddyAgent,Compound,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_ByteBuddyAgent_Compound.txt,13962,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.ClassFileLocator,ExtractionClassFileTransformer,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_ClassFileLocator_ExtractionClassFileTransformer.txt,16181,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,MethodReferenceExprMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_MethodReferenceExprMetaModel.txt,758,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.constant,SerializedConstant,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_constant_SerializedConstant.txt,1103,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.VirtualMachine,Dispatcher,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_VirtualMachine_Dispatcher.txt,21485,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.exception,ContextedRuntimeException,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_exception_ContextedRuntimeException.txt,2178,0
zxing,Insufficient Modularization,com.google.zxing.datamatrix.encoder,HighLevelEncoder,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_datamatrix_encoder_HighLevelEncoder.txt,4534,0
gson,Insufficient Modularization,com.google.gson,LongSerializationPolicy,data/processed/prompts/insufficient_modularization/gson/com_google_gson_LongSerializationPolicy.txt,770,0
commons-io,Insufficient Modularization,org.apache.commons.io.file.CountingPathVisitor,Builder,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_file_CountingPathVisitor_Builder.txt,2548,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.field.FieldDescription,SignatureToken,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_field_FieldDescription_SignatureToken.txt,4554,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,ForMatchedByteCodeElement,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_ForMatchedByteCodeElement.txt,73359,0
javaparser,Insufficient Modularization,com.github.javaparser.printer,XmlPrinter,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_printer_XmlPrinter.txt,2574,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,JavadocCommentMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_JavadocCommentMetaModel.txt,810,0
zxing,Insufficient Modularization,com.google.zxing.common,ECIEncoderSet,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_common_ECIEncoderSet.txt,1956,0
jimfs,Insufficient Modularization,com.google.common.jimfs.UserLookupService,NamedPrincipal,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_UserLookupService_NamedPrincipal.txt,959,0
zxing,Insufficient Modularization,com.google.zxing.pdf417.decoder,DetectionResultColumn,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_pdf417_decoder_DetectionResultColumn.txt,944,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute.AnnotationAppender,OnField,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_AnnotationAppender_OnField.txt,6398,0
zxing,Insufficient Modularization,com.google.zxing.common.reedsolomon,ReedSolomonEncoder,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_common_reedsolomon_ReedSolomonEncoder.txt,909,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic,TypeResolutionStrategy,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_TypeResolutionStrategy.txt,2107,0
zxing,Insufficient Modularization,com.google.zxing.oned.rss.expanded.decoders.FieldParser,DataLength,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_oned_rss_expanded_decoders_FieldParser_DataLength.txt,3940,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.method.MethodDescription,Latent,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_method_MethodDescription_Latent.txt,15754,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.constant.MethodConstant,CanCacheIllegal,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_constant_MethodConstant_CanCacheIllegal.txt,4206,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.Implementation,Factory,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_Implementation_Factory.txt,17483,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.method.MethodDescription,TypeToken,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_method_MethodDescription_TypeToken.txt,15754,0
jsoup,Insufficient Modularization,org.jsoup.helper,RequestDispatch,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_helper_RequestDispatch.txt,619,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.visitor,HashCodeVisitor,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_visitor_HashCodeVisitor.txt,9717,1
javaparser,Insufficient Modularization,com.github.javaparser.ast.Node,DirectChildrenIterator,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_Node_DirectChildrenIterator.txt,9603,0
javaparser,Insufficient Modularization,com.github.javaparser.javadoc.JavadocBlockTag,Type,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_javadoc_JavadocBlockTag_Type.txt,1262,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.ui.report,ReportStageType,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_report_ReportStageType.txt,384,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.TypeDescription,ForLoadedReturnType,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_ForLoadedReturnType.txt,66815,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution.logic,MethodResolutionLogic,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_logic_MethodResolutionLogic.txt,13730,1
commons-io,Insufficient Modularization,org.apache.commons.io.output,NullWriter,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_output_NullWriter.txt,1628,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.javassistmodel,JavassistMethodDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_javassistmodel_JavassistMethodDeclaration.txt,1280,1
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.loading.ClassLoadingStrategy,WrappingDispatcher,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassLoadingStrategy_WrappingDispatcher.txt,5888,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.ui.nmethod,NMethodInfo,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_nmethod_NMethodInfo.txt,2115,0
zxing,Insufficient Modularization,com.google.zxing.qrcode.decoder,ErrorCorrectionLevel,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_qrcode_decoder_ErrorCorrectionLevel.txt,680,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.MethodGraph,Node,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_MethodGraph_Node.txt,14348,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.javaparsermodel.declarations,JavaParserClassDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_declarations_JavaParserClassDeclaration.txt,3909,1
commons-lang,Insufficient Modularization,org.apache.commons.lang3.Strings,CiStrings,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_Strings_CiStrings.txt,15284,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle.android.ByteBuddyAndroidPlugin,AttributeMatchingStrategyConfigurationAction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidPlugin_AttributeMatchingStrategyConfigurationAction.txt,5611,0
zxing,Insufficient Modularization,com.google.zxing,EncodeHintType,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_EncodeHintType.txt,1975,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberRemoval,MemberRemovingClassVisitor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberRemoval_MemberRemovingClassVisitor.txt,2105,0
jsoup,Insufficient Modularization,org.jsoup.helper,CookieUtil,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_helper_CookieUtil.txt,1377,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,WithDrain,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_WithDrain.txt,48253,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.javaparsermodel.contexts,ArrayAccessExprContext,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_contexts_ArrayAccessExprContext.txt,1144,0
byte-buddy,Insufficient Modularization,net.bytebuddy.utility.dispatcher.JavaDispatcher,ForInstanceCheck,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_dispatcher_JavaDispatcher_ForInstanceCheck.txt,12090,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.type,PrimitiveType,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_type_PrimitiveType.txt,2086,1
byte-buddy,Insufficient Modularization,net.bytebuddy.utility.AsmClassWriter,Suppressing,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_AsmClassWriter_Suppressing.txt,4969,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.mutable,MutableFloat,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_mutable_MutableFloat.txt,3236,1
byte-buddy,Insufficient Modularization,net.bytebuddy.utility.privilege,GetSystemPropertyAction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_privilege_GetSystemPropertyAction.txt,570,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.ByteBuddyAgent,AgentProvider,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_ByteBuddyAgent_AgentProvider.txt,13962,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.Plugin,Source,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_Plugin_Source.txt,34078,0
byte-buddy,Insufficient Modularization,net.bytebuddy.utility,StreamDrainer,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_StreamDrainer.txt,1022,0
javaparser,Insufficient Modularization,com.github.javaparser.javasymbolsolver.javassist.symbols.main.jar,InterfaceUserOwnJar,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_javasymbolsolver_javassist_symbols_main_jar_InterfaceUserOwnJar.txt,334,0
