Project,Package,Class,Method,Smell,Description,File
byte-buddy,net.bytebuddy.dynamic.loading,PackageTypeStrategyManifestReadingTest,testManifestMainAttributesSealed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/PackageTypeStrategyManifestReadingTest.java
byte-buddy,net.bytebuddy.dynamic.loading,PackageTypeStrategyManifestReadingTest,testManifestPackageAttributesSealed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/PackageTypeStrategyManifestReadingTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderSingletonEnumerationTest,testIteration,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderSingletonEnumerationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForJnaInjectionTest,testInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForJnaInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForJnaInjectionTest,testInjectionWithProtectionDomain,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForJnaInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForJnaInjectionTest,testInjectionDoesNotThrowExceptionOnExistingClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForJnaInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testPackageDefinition,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourceStreamLookupAfterLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourceLookupAfterLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupBeforeLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupBeforeLoading,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupAfterLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupAfterLoading,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourceLookupWithPrefixAfterLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupWithPrefixBeforeLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupWithPrefixBeforeLoading,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupWithPrefixAfterLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testResourcesLookupWithPrefixAfterLoading,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,testPackage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoaderTest,ByteArrayClassLoaderTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingJnaTest,testJnaInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingJnaTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingJnaTest,testJnaInjectionWithProtectionDomain,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingJnaTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingJnaTest,testAvailability,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingJnaTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingJnaTest,testHelperMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingJnaTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingInstrumentationTest,testBootstrapInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingInstrumentationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingInstrumentationTest,testBootstrapInjection,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: net.bytebuddy.dynamic.DynamicType.getBytes; net.bytebuddy.dynamic.loading.ClassInjector.inject; net.bytebuddy.dynamic.DynamicType.getTypeDescription; net.bytebuddy.agent.ByteBuddyAgent.install; net.bytebuddy.utility.RandomString.make,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingInstrumentationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingInstrumentationTest,testSystemInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingInstrumentationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingInstrumentationTest,testSystemInjection,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: net.bytebuddy.dynamic.DynamicType.getBytes; net.bytebuddy.dynamic.loading.ClassInjector.inject; net.bytebuddy.dynamic.DynamicType.getTypeDescription; net.bytebuddy.agent.ByteBuddyAgent.install; net.bytebuddy.utility.RandomString.make,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingInstrumentationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingInstrumentationTest,testAvailable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingInstrumentationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingInstrumentationTest,testAvailable,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: net.bytebuddy.dynamic.loading.ClassInjector.isAlive; net.bytebuddy.agent.ByteBuddyAgent.install,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingInstrumentationTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForBootstrapInjectionTest,testBootstrapInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForBootstrapInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForBootstrapInjectionTest,testBootstrapInjection,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: net.bytebuddy.dynamic.DynamicType.getBytes; net.bytebuddy.dynamic.DynamicType.getTypeDescription; net.bytebuddy.agent.ByteBuddyAgent.install; net.bytebuddy.utility.RandomString.make,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForBootstrapInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForBootstrapInjectionTest,testClassLoaderInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForBootstrapInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyForBootstrapInjectionTest,testClassLoaderInjection,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: net.bytebuddy.dynamic.DynamicType.getBytes; net.bytebuddy.dynamic.DynamicType.getTypeDescription; net.bytebuddy.agent.ByteBuddyAgent.install; net.bytebuddy.utility.RandomString.make,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyForBootstrapInjectionTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassLoadingStrategyUsingLookupTest,testInjection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassLoadingStrategyUsingLookupTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingLookupTest,testSubclassUsingLookup,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingLookupTest.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassInjectorUsingLookupTest,testAvailable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/ClassInjectorUsingLookupTest.java
byte-buddy,net.bytebuddy.dynamic.loading,MultipleParentClassLoaderTest,testMultipleParentClassLoading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/MultipleParentClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,MultipleParentClassLoaderTest,testMultipleParentURL,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/MultipleParentClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,MultipleParentClassLoaderTest,testMultipleParentEnumerationURL,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/MultipleParentClassLoaderTest.java
byte-buddy,net.bytebuddy.dynamic.loading,MultipleParentClassLoaderTest,testMultipleParentClassLoaderExplicitParentPreIncludedWithOther,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/test/java/net/bytebuddy/dynamic/loading/MultipleParentClassLoaderTest.java
