Project,Package,Class,Method,Smell,Description,Method start line no,File
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoader,load,Complex Conditional,The conditional expression !GraalImageCode.getCurrent().isNativeImageExecution() && forbidExisting && type.getClassLoader() != currentClassLoader is complex.,365,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoader,load,Long Parameter List,The method has 8 parameters. ,365,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoader,load,Long Statement,The length of the statement "classLoader=new ByteArrayClassLoader(classLoader`sealed`typeDefinitions`protectionDomain`persistenceHandler`packageDefinitionStrategy`ClassFilePostProcessor.NoOp.INSTANCE);" is 172.,365,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoader,load,Long Statement,The length of the statement "if (!GraalImageCode.getCurrent().isNativeImageExecution() && forbidExisting && type.getClassLoader() != currentClassLoader) {" is 125.,365,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,ByteArrayClassLoader,findClass,Long Statement,The length of the statement "return doPrivileged(new ClassDefinitionAction(name`classFilePostProcessor.transform(this`name`protectionDomain`binaryRepresentation))`accessControlContext);" is 156.,443,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ByteArrayClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,ClassReloadingStrategy,load,Long Statement,The length of the statement "loadedClasses.putAll((classLoader == null ? bootstrapInjection.make(instrumentation) : new ClassInjector.UsingReflection(classLoader)).inject(unloadedClasses));" is 160.,211,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ClassReloadingStrategy.java
byte-buddy,net.bytebuddy.dynamic.loading,InjectionClassLoader,doRegisterAsParallelCapable,Empty catch clause,The method has an empty catch block.,46,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/InjectionClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,ModuleLayerFromSingleClassLoaderDecorator,apply,Long Statement,The length of the statement "return packageDescription == null || !packages.contains(packageDescription.getName()) ? classLoader : MODULE_LAYER.findLoader(moduleLayer`name);" is 144.,168,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/ModuleLayerFromSingleClassLoaderDecorator.java
byte-buddy,net.bytebuddy.dynamic.loading,MultipleParentClassLoader,doRegisterAsParallelCapable,Empty catch clause,The method has an empty catch block.,72,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/MultipleParentClassLoader.java
byte-buddy,net.bytebuddy.dynamic.loading,MultipleParentClassLoader,loadClass,Empty catch clause,The method has an empty catch block.,127,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/loading/MultipleParentClassLoader.java
byte-buddy,net.bytebuddy.dynamic,TargetType,resolve,Long Statement,The length of the statement "return componentType.represents(TargetType.class) ? TypeDescription.ArrayProjection.of(targetType`arity) : typeDescription;" is 123.,32,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/TargetType.java
byte-buddy,net.bytebuddy.dynamic,Nexus,initialize,Long Statement,The length of the statement "Class.forName("net.bytebuddy.implementation.LoadedTypeInitializer"`true`typeInitializer.getClass().getClassLoader()).getMethod("onLoad"`Class.class).invoke(typeInitializer`type);" is 178.,122,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/Nexus.java
byte-buddy,net.bytebuddy.dynamic,Nexus,register,Long Parameter List,The method has 5 parameters. ,147,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/Nexus.java
byte-buddy,net.bytebuddy.dynamic,Nexus,hashCode,Magic Number,The method contains a magic number: 31,188,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/Nexus.java
byte-buddy,net.bytebuddy.dynamic,Nexus,hashCode,Magic Number,The method contains a magic number: 31,188,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/Nexus.java
byte-buddy,net.bytebuddy.dynamic,Nexus,equals,Long Statement,The length of the statement "return classLoaderHashCode == nexus.classLoaderHashCode && identification == nexus.identification && name.equals(nexus.name) && get() == nexus.get();" is 149.,196,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/Nexus.java
byte-buddy,net.bytebuddy.dynamic,Nexus,toString,Long Statement,The length of the statement "return "Nexus{" + "name='" + name + '\''+ "` classLoaderHashCode="+ classLoaderHashCode+ "` identification="+ identification+ "` classLoader="+ get()+ '}';" is 155.,210,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/Nexus.java
byte-buddy,net.bytebuddy.dynamic.scaffold,MethodRegistry,prepare,Long Parameter List,The method has 5 parameters. ,89,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/MethodRegistry.java
byte-buddy,net.bytebuddy.dynamic.scaffold,RecordComponentRegistry,prepend,Long Identifier,The length of the parameter recordComponentAttributeAppenderFactory is 39.,45,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/RecordComponentRegistry.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget,invokeSuper,Long Statement,The length of the statement "return token.getName().equals(MethodDescription.CONSTRUCTOR_INTERNAL_NAME) ? invokeConstructor(token) : invokeMethod(token);" is 124.,58,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget,invokeConstructor,Long Statement,The length of the statement "MethodList<?> candidates=superClass == null ? new MethodList.Empty<MethodDescription.InGenericShape>() : superClass.getDeclaredMethods().filter(hasSignature(token).and(isVisibleTo(instrumentedType)));" is 200.,67,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget,invokeConstructor,Long Statement,The length of the statement "return candidates.size() == 1 ? Implementation.SpecialMethodInvocation.Simple.of(candidates.getOnly()`superClass.asErasure()) : Implementation.SpecialMethodInvocation.Illegal.INSTANCE;" is 184.,67,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget,invokeMethod,Long Statement,The length of the statement "return methodNode.getSort().isUnique() ? Implementation.SpecialMethodInvocation.Simple.of(methodNode.getRepresentative()`instrumentedType.getSuperClass().asErasure()) : Implementation.SpecialMethodInvocation.Illegal.INSTANCE;" is 225.,83,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,SubclassDynamicTypeBuilder,Long Parameter List,The method has 13 parameters. ,65,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,SubclassDynamicTypeBuilder,Long Statement,The length of the statement "this(instrumentedType`new FieldRegistry.Default()`new MethodRegistry.Default()`new RecordComponentRegistry.Default()`TypeAttributeAppender.ForInstrumentedType.INSTANCE`AsmVisitorWrapper.NoOp.INSTANCE`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`Collections.<DynamicType>emptyList()`constructorStrategy);" is 494.,65,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,SubclassDynamicTypeBuilder,Long Parameter List,The method has 19 parameters. ,116,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,SubclassDynamicTypeBuilder,Long Statement,The length of the statement "super(instrumentedType`fieldRegistry`methodRegistry`recordComponentRegistry`typeAttributeAppender`asmVisitorWrapper`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`auxiliaryTypes);" is 368.,116,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,materialize,Long Parameter List,The method has 18 parameters. ,179,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,materialize,Long Statement,The length of the statement "return new SubclassDynamicTypeBuilder<T>(instrumentedType`fieldRegistry`methodRegistry`recordComponentRegistry`typeAttributeAppender`asmVisitorWrapper`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`auxiliaryTypes`constructorStrategy);" is 423.,179,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,toTypeWriter,Long Statement,The length of the statement "MethodRegistry.Compiled methodRegistry=constructorStrategy.inject(instrumentedType`this.methodRegistry).prepare(applyConstructorStrategy(instrumentedType)`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`new InstrumentableMatcher(ignoredMethods)).compile(SubclassImplementationTarget.Factory.SUPER_CLASS`classFileVersion);" is 333.,226,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,toTypeWriter,Long Statement,The length of the statement "return TypeWriter.Default.<T>forCreation(methodRegistry`auxiliaryTypes`fieldRegistry.compile(methodRegistry.getInstrumentedType())`recordComponentRegistry.compile(methodRegistry.getInstrumentedType())`typeAttributeAppender`asmVisitorWrapper`classFileVersion`annotationValueFilterFactory`annotationRetention`auxiliaryTypeNamingStrategy`implementationContextFactory`typeValidation`classReaderFactory`classWriterFactory`TypePool.Explicit.wrap(instrumentedType`auxiliaryTypes`typePool));" is 483.,226,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/subclass/SubclassDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,RebaseDynamicTypeBuilder,Long Parameter List,The method has 15 parameters. ,62,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,RebaseDynamicTypeBuilder,Long Statement,The length of the statement "this(instrumentedType`new FieldRegistry.Default()`new MethodRegistry.Default()`new RecordComponentRegistry.Default()`annotationRetention.isEnabled() ? new TypeAttributeAppender.ForInstrumentedType.Differentiating(originalType) : TypeAttributeAppender.ForInstrumentedType.INSTANCE`AsmVisitorWrapper.NoOp.INSTANCE`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`Collections.<DynamicType>emptyList()`originalType`classFileLocator`methodNameTransformer);" is 638.,62,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,RebaseDynamicTypeBuilder,Long Parameter List,The method has 21 parameters. ,121,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,RebaseDynamicTypeBuilder,Long Statement,The length of the statement "super(instrumentedType`fieldRegistry`methodRegistry`recordComponentRegistry`typeAttributeAppender`asmVisitorWrapper`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`auxiliaryTypes`originalType`classFileLocator);" is 398.,121,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,materialize,Long Parameter List,The method has 18 parameters. ,190,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,materialize,Long Statement,The length of the statement "return new RebaseDynamicTypeBuilder<T>(instrumentedType`fieldRegistry`methodRegistry`recordComponentRegistry`typeAttributeAppender`asmVisitorWrapper`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`auxiliaryTypes`originalType`classFileLocator`methodNameTransformer);" is 453.,190,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,toTypeWriter,Long Statement,The length of the statement "MethodRegistry.Prepared methodRegistry=this.methodRegistry.prepare(instrumentedType`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`InliningImplementationMatcher.of(ignoredMethods`originalType));" is 207.,232,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,toTypeWriter,Long Statement,The length of the statement "HashSet<MethodDescription.SignatureToken> rebaseables=new HashSet<MethodDescription.SignatureToken>(originalType.getDeclaredMethods().asSignatureTokenList(is(originalType)`instrumentedType));" is 191.,232,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,toTypeWriter,Long Statement,The length of the statement "MethodRebaseResolver methodRebaseResolver=MethodRebaseResolver.Default.make(methodRegistry.getInstrumentedType()`rebaseables`classFileVersion`auxiliaryTypeNamingStrategy`methodNameTransformer);" is 193.,232,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,toTypeWriter,Long Statement,The length of the statement "return TypeWriter.Default.<T>forRebasing(methodRegistry`auxiliaryTypes`fieldRegistry.compile(methodRegistry.getInstrumentedType())`recordComponentRegistry.compile(methodRegistry.getInstrumentedType())`typeAttributeAppender`asmVisitorWrapper`classFileVersion`annotationValueFilterFactory`annotationRetention`auxiliaryTypeNamingStrategy`implementationContextFactory`typeValidation`classReaderFactory`classWriterFactory`TypePool.Explicit.wrap(instrumentedType`auxiliaryTypes`typePool)`originalType`classFileLocator`methodRebaseResolver);" is 534.,232,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,AbstractInliningDynamicTypeBuilder,AbstractInliningDynamicTypeBuilder,Long Parameter List,The method has 20 parameters. ,63,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/AbstractInliningDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,AbstractInliningDynamicTypeBuilder,AbstractInliningDynamicTypeBuilder,Long Statement,The length of the statement "super(instrumentedType`fieldRegistry`methodRegistry`recordComponentRegistry`typeAttributeAppender`asmVisitorWrapper`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`auxiliaryTypes);" is 368.,63,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/AbstractInliningDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,InliningImplementationMatcher,of,Long Statement,The length of the statement "ElementMatcher.Junction<MethodDescription> signature=methodDescription.isConstructor() ? isConstructor() : ElementMatchers.<MethodDescription>named(methodDescription.getName());" is 177.,62,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/InliningImplementationMatcher.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,InliningImplementationMatcher,resolve,Long Statement,The length of the statement "return (ElementMatcher<? super MethodDescription>)not(ignoredMethods.resolve(typeDescription)).and(isVirtual().and(not(isFinal())).or(isDeclaredBy(typeDescription))).or(isDeclaredBy(typeDescription).and(not(predefinedMethodSignatures)));" is 237.,84,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/InliningImplementationMatcher.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseImplementationTarget,of,Long Statement,The length of the statement "return new RebaseImplementationTarget(instrumentedType`methodGraph`DefaultMethodInvocation.of(classFileVersion)`methodRebaseResolver.asTokenMap());" is 147.,70,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseImplementationTarget,invokeSuper,Long Statement,The length of the statement "return node.getSort().isResolved() && superClass != null ? Implementation.SpecialMethodInvocation.Simple.of(node.getRepresentative()`superClass.asErasure()) : Implementation.SpecialMethodInvocation.Illegal.INSTANCE;" is 215.,96,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RebaseImplementationTarget,invokeSuper,Long Statement,The length of the statement "return resolution.isRebased() ? RebasedMethodInvocation.of(resolution.getResolvedMethod()`instrumentedType`resolution.getAppendedParameters()) : Implementation.SpecialMethodInvocation.Simple.of(resolution.getResolvedMethod()`instrumentedType);" is 243.,109,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RebaseImplementationTarget.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RedefinitionDynamicTypeBuilder,RedefinitionDynamicTypeBuilder,Long Parameter List,The method has 14 parameters. ,52,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RedefinitionDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RedefinitionDynamicTypeBuilder,RedefinitionDynamicTypeBuilder,Long Statement,The length of the statement "this(instrumentedType`new FieldRegistry.Default()`new MethodRegistry.Default()`new RecordComponentRegistry.Default()`annotationRetention.isEnabled() ? new TypeAttributeAppender.ForInstrumentedType.Differentiating(originalType) : TypeAttributeAppender.ForInstrumentedType.INSTANCE`AsmVisitorWrapper.NoOp.INSTANCE`classFileVersion`auxiliaryTypeNamingStrategy`annotationValueFilterFactory`annotationRetention`implementationContextFactory`methodGraphCompiler`typeValidation`visibilityBridgeStrategy`classReaderFactory`classWriterFactory`ignoredMethods`Collections.<DynamicType>emptyList()`originalType`classFileLocator);" is 616.,52,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RedefinitionDynamicTypeBuilder.java
byte-buddy,net.bytebuddy.dynamic.scaffold.inline,RedefinitionDynamicTypeBuilder,RedefinitionDynamicTypeBuilder,Long Parameter List,The method has 20 parameters. ,108,/data/henrique/multiagent_refactoring/project/data/repositories/byte-buddy/byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/scaffold/inline/RedefinitionDynamicTypeBuilder.java
