Project,Package,Smell,Description
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.stream; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.exception; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.math; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.text; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.reflect; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.builder; org.apache.commons.lang3.tuple; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.builder; org.apache.commons.lang3.concurrent; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.commons.lang3; org.apache.commons.lang3.reflect; org.apache.commons.lang3.compare; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3.function,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 134
commons-lang,org.apache.commons.lang3.function,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.commons.lang3.exception; org.apache.commons.lang3.stream; org.apache.commons.lang3
commons-lang,org.apache.commons.lang3.event,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EventUtils; EventUtils.EventBindingInvocationHandler; EventUtilsTest; EventUtilsTest.EventCounter; EventUtilsTest.EventCounterWithEvent; EventUtilsTest.EventCountingInvocationHandler; EventUtilsTest.ExceptionEventSource; EventUtilsTest.MultipleEventListener; EventUtilsTest.MultipleEventSource; EventUtilsTest.PropertyChangeSource; EventListenerSupport; EventListenerSupportReadObjectTest; EventListenerSupportReadObjectTest.CountingListener; EventListenerSupportTest]; [EventListenerSupport.ProxyInvocationHandler]; [EventListenerSupportReadObjectTest.EventListenerSupportForge]; [EventListenerSupportReadObjectTest.NonSerializableListener]. LCC (Lack of Component Cohesion) = 0.24
commons-lang,org.apache.commons.lang3.exception,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.commons.lang3.reflect
commons-lang,org.apache.commons.lang3.exception,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UncheckedReflectiveOperationException; UncheckedIllegalAccessException; UncheckedException; UncheckedInterruptedException]; [DefaultExceptionContext; ExceptionUtils; ExceptionContext; ContextedRuntimeException; ContextedException; ContextedExceptionTest; ContextedRuntimeExceptionTest; ExceptionUtilsTest; ExceptionUtilsTest.ExceptionWithCause; ExceptionUtilsTest.ExceptionWithoutCause; ExceptionUtilsTest.NestableException; ExceptionUtilsTest.TestThrowable; AbstractExceptionContextTest; AbstractExceptionContextTest.ObjectWithFaultyToString; DefaultExceptionContextTest]; [CloneFailedException; CloneFailedExceptionTest; AbstractExceptionTest]; [UncheckedReflectiveOperationExceptionTest]; [UncheckedInterruptedExceptionTest]; [UncheckedIllegalAccessExceptionTest]; [CustomCheckedException]; [CustomUncheckedException]; [UncheckedExceptionTest]. LCC (Lack of Component Cohesion) = 0.32
commons-lang,org.apache.commons.lang3.math,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.commons.lang3.reflect
commons-lang,org.apache.commons.lang3.math,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IEEE754rUtils; IEEE754rUtilsTest]; [NumberUtils; NumberUtilsTest]; [Fraction; FractionReadObjectTest; FractionTest]; [NumberUtilsBenchmark]. LCC (Lack of Component Cohesion) = 0.5
commons-lang,org.apache.commons.lang3.stream,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LangCollectors; Streams; Streams.FailableStream; StreamsTest; LangCollectorsTest; FailableStreamTest]; [LangCollectors.SimpleCollector]; [IntStreams; IntStreamsTest]; [Streams.ArrayCollector]; [Streams.EnumerationSpliterator]; [LangCollectorsTest.Fixture]. LCC (Lack of Component Cohesion) = 0.5
commons-lang,org.apache.commons.lang3.text,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 39
commons-lang,org.apache.commons.lang3.text,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [WordUtils; WordUtilsTest]; [FormattableUtils; FormattableUtilsTest]; [StrSubstitutor; StrLookup; StrLookup.MapStrLookup; StrLookup.SystemPropertiesStrLookup; StrMatcher; StrMatcher.CharMatcher; StrMatcher.CharSetMatcher; StrMatcher.NoMatcher; StrMatcher.StringMatcher; StrMatcher.TrimMatcher; StrBuilder; ExtendedMessageFormat; StrMatcherTest; StrBuilderTest; StrBuilderTest.MockReadable; StrSubstitutorTest; StrTokenizerTest; ExtendedMessageFormatTest; ExtendedMessageFormatTest.LowerCaseFormatFactory; ExtendedMessageFormatTest.OtherExtendedMessageFormat; ExtendedMessageFormatTest.OverrideShortDateFormatFactory; ExtendedMessageFormatTest.UpperCaseFormatFactory; StrBuilderAppendInsertTest; StrLookupTest; StrBuilderClearTest; StrBuilderClearTest.SpyReader; FormatFactory; StrTokenizer; StrBuilder.StrBuilderTokenizer]; [StrBuilder.StrBuilderReader]; [StrBuilder.StrBuilderWriter]; [CompositeFormat; CompositeFormatTest]; [ExtendedMessageFormatTest.LowerCaseFormat]; [ExtendedMessageFormatTest.UpperCaseFormat]. LCC (Lack of Component Cohesion) = 0.21
commons-lang,org.apache.commons.lang3.compare,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ObjectToStringComparator; ObjectToStringComparatorTest; ObjectToStringComparatorTest.Thing]; [ComparableUtils; ComparableUtils.ComparableCheckBuilder; ComparableUtilsTest]; [ComparableUtilsTest.A_is_1]; [ComparableUtilsTest.B_is_0]; [ComparableUtilsTest.C_is_0]; [ComparableUtilsTest.C_is_1]; [ComparableUtilsTest.C_is_10]; [ComparableUtilsTest.B_is_1]; [ComparableUtilsTest.C_is_0]; [ComparableUtilsTest.C_is_1]; [ComparableUtilsTest.C_is_10]; [ComparableUtilsTest.B_is_10]; [ComparableUtilsTest.C_is_0]; [ComparableUtilsTest.C_is_1]; [ComparableUtilsTest.C_is_10]; [ComparableUtilsTest.MyComparable]. LCC (Lack of Component Cohesion) = 0.8
commons-lang,org.apache.commons.lang3.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FluentBitSet; FluentBitSetTest; FluentBitSetReadObjectTest]; [IterableStringTokenizer; IterableStringTokenizerTest]; [FluentBitSetReadObjectTest.FluentBitSetForge]. LCC (Lack of Component Cohesion) = 0.5
commons-lang,org.apache.commons.lang3.time,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 81
commons-lang,org.apache.commons.lang3.mutable,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.commons.lang3.time
commons-lang,org.apache.commons.lang3.builder,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 183
commons-lang,org.apache.commons.lang3.reflect,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 91
commons-lang,org.apache.commons.lang3.reflect,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TypeUtils; TypeUtils.WildcardTypeBuilder; MethodUtils; ConstructorUtils; TypeLiteral; Typed; MemberUtils; MemberUtils.Executable; AccessibleObjects; FieldUtils; TypeLiteralTest; MethodUtilsTest; MethodUtilsTest.AbstractGetMatchingMethod2; MethodUtilsTest.ConcreteGetMatchingMethod2; MethodUtilsTest.ConcreteGetMatchingMethod22; MethodUtilsTest.GetMatchingMethodClass; MethodUtilsTest.GetMatchingMethodImpl; MethodUtilsTest.MethodDescriptor; MethodUtilsTest.TestBean; MethodUtilsTest.TestBeanSubclass; MethodUtilsTest.TestBeanWithInterfaces; MethodUtilsAnnotationsTest; ConstructorUtilsTest; ConstructorUtilsTest.PrivateClass; ConstructorUtilsTest.TestBean; TypeUtilsTest; Lang1703Test; FieldUtilsTest; Lang1792Test; PublicSubBean; PackageBean; AAAAClass; AAAAClass.BBBBClass; AAAClass; AAClass; AClass]; [TypeUtils.GenericArrayTypeImpl]; [TypeUtils.ParameterizedTypeImpl]; [TypeUtils.WildcardTypeImpl]; [InheritanceUtils; InheritanceUtilsTest]; [MethodUtilsTest.AbstractGetMatchingMethod]; [MethodUtilsTest.ChildObject]; [MethodUtilsTest.GrandParentObject]; [MethodUtilsTest.InheritanceBean]; [MethodUtilsTest.InterfaceGetMatchingMethod]; [MethodUtilsTest.PackagePrivateEmptyInterface]; [MethodUtilsTest.ParentObject]; [MethodUtilsTest.PrivateEmptyInterface]; [MethodUtilsTest.PublicImpl1OfPackagePrivateEmptyInterface]; [MethodUtilsTest.PublicImpl2OfPackagePrivateEmptyInterface]; [MethodUtilsTest.TestMutable]; [MethodUtilsTest.TestMutableSubclass]; [MethodUtilsAnnotationsTest.Processor]; [MethodUtilsAnnotationsTest.ProcessorImpl]; [ConstructorUtilsTest.BaseClass]; [ConstructorUtilsTest.PublicInnerClass]; [ConstructorUtilsTest.SubClass]; [AAAAClass.CCCClass]; [AAAAClass.BBBClass]; [AAAAClass.BBClass]; [AAAAClass.AInterface]; [AAAAClass.BClass]; [AAAAClass.CClass]; [AAAAClass.DClass]; [AAAAClass.EClass]; [AAAAClass.FClass]; [AAAAClass.GClass]; [Test1]; [AAAAClass.And]; [AAAAClass.ClassWithSuperClassWithGenericType]; [AAAAClass.LexOrdering]; [AAAAClass.MyComparator]; [AAAAClass.MyException]; [AAAAClass.MyInnerClass]; [AAAAClass.MyInnerClass2]; [AAAAClass.MyNonTransientException]; [AAAAClass.MyOrdering]; [AAAAClass.Other]; [AAAAClass.Tester]; [AAAAClass.TestIF]; [AAAAClass.TestImpl]; [AAAAClass.TestImpl2]; [AAAAClass.That]; [AAAAClass.The]; [AAAAClass.Thing]; [AAAAClass.This]; [AAAAClass.Test2]; [AAAAClass.Container]; [AAAAClass.StringContainer]; [AAAAClass.Container]. LCC (Lack of Component Cohesion) = 0.6
commons-lang,org.apache.commons.lang3.concurrent,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 97
commons-lang,org.apache.commons.lang3.concurrent.locks,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LockingVisitors; LockingVisitors.ReadWriteLockVisitor; LockingVisitors.ReentrantLockVisitor; LockingVisitors.StampedLockVisitor; LockingVisitorsTest]; [LockingVisitors.LockVisitor]; [LockingVisitors.LVBuilder]; [LockingVisitors.Builder]; [LockingVisitors.Builder]; [LockingVisitors.Builder]. LCC (Lack of Component Cohesion) = 0.6
commons-lang,org.apache.commons.lang3.reflect.testbed,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Bar; Ambig; Foo; PublicChild; Parent; PrivatelyShadowedChild; PubliclyShadowedChild]; [GenericParent; StringParameterizedChild; GenericConsumer; GenericTypeHolder]; [StaticContainer; StaticContainerChild]; [AnotherChild; AnotherParent; Grandchild]; [PackageBeanOtherPackage; PublicSubBeanOtherPackage]. LCC (Lack of Component Cohesion) = 0.28
