project,smell,prompt_file,context_size,is_large
javaparser,God Component,data/processed/prompts/god_component/javaparser/com_github_javaparser_utils.txt,77649,
javaparser,God Component,data/processed/prompts/god_component/javaparser/com_github_javaparser_wiki_samples.txt,293,
javaparser,God Component,data/processed/prompts/god_component/javaparser/com_packageName.txt,551,
javaparser,God Component,data/processed/prompts/god_component/javaparser/d_e_f.txt,321,
javaparser,God Component,data/processed/prompts/god_component/javaparser/demo.txt,2102,
javaparser,God Component,data/processed/prompts/god_component/javaparser/extends_duplicate.txt,318,
javaparser,God Component,data/processed/prompts/god_component/javaparser/foo.txt,804,
javaparser,God Component,data/processed/prompts/god_component/javaparser/foo_bar.txt,492,
javaparser,God Component,data/processed/prompts/god_component/javaparser/foo_bar_differentpackage.txt,342,
javaparser,God Component,data/processed/prompts/god_component/javaparser/groovy_transform_builder.txt,3730,
javaparser,God Component,data/processed/prompts/god_component/javaparser/implements_duplicate.txt,317,
javaparser,God Component,data/processed/prompts/god_component/javaparser/issue1945_implementations.txt,488,
javaparser,God Component,data/processed/prompts/god_component/javaparser/issue1945_interfaces.txt,475,
javaparser,God Component,data/processed/prompts/god_component/javaparser/issue1945_main.txt,558,
javaparser,God Component,data/processed/prompts/god_component/javaparser/issue241.txt,291,
javaparser,God Component,data/processed/prompts/god_component/javaparser/japa_bdd_samples.txt,26884,
javaparser,God Component,data/processed/prompts/god_component/javaparser/japa_parser_comments.txt,311,
javaparser,God Component,data/processed/prompts/god_component/javaparser/javaparser.txt,1210,
javaparser,God Component,data/processed/prompts/god_component/javaparser/main.txt,1233,
javaparser,God Component,data/processed/prompts/god_component/javaparser/package_a.txt,241,
javaparser,God Component,data/processed/prompts/god_component/javaparser/package_b.txt,241,
javaparser,God Component,data/processed/prompts/god_component/javaparser/package_c.txt,241,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_chain.txt,3045,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_compilation.txt,3875,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_compilation_codecache.txt,1273,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_core.txt,37491,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_demo.txt,3115,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_histo.txt,3789,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_hotthrow.txt,2636,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_inline.txt,5611,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_intrinsic.txt,1767,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan.txt,3730,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_allocationcount.txt,1675,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_freqinlinesize.txt,1107,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_instructioncount.txt,867,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_invokecount.txt,1565,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_methodlength.txt,1102,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_methodsizehisto.txt,893,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_nextinstruction.txt,1433,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_sequencecount.txt,1858,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_sequencesearch.txt,2071,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jarscan_visualiser.txt,1985,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_jvmlang.txt,1825,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_launch.txt,2702,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_loader.txt,15014,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_logger.txt,609,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_model.txt,26949,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_model_assembly.txt,14156,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_model_assembly_arm.txt,5086,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_model_assembly_x86.txt,3305,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_model_bytecode.txt,20586,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_parser.txt,5546,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_parser_hotspot.txt,3636,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_parser_j9.txt,3225,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_parser_zing.txt,4452,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_process.txt,1349,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_process_compiler.txt,3787,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_process_javap.txt,2056,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_process_runtime.txt,4052,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report.txt,1490,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_comparator.txt,533,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_escapeanalysis.txt,1444,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_escapeanalysis_eliminatedallocation.txt,460,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_inlining.txt,1076,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_locks.txt,446,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_report_suggestion.txt,5357,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_sandbox.txt,3766,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_toplist.txt,5197,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_treevisitor.txt,709,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui.txt,5557,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_browser.txt,490,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_compilationchooser.txt,801,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_compilechain.txt,5488,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_filechooser.txt,1816,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_graphing.txt,7914,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_main.txt,22027,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_nmethod.txt,3394,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_nmethod_codecache.txt,3336,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_nmethod_compilerthread.txt,16042,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_parserchooser.txt,624,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report.txt,2123,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_cell.txt,2046,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_eliminatedallocation.txt,1773,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_inlining.txt,1687,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_locks.txt,1775,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_report_suggestion.txt,1301,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_resize.txt,822,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_sandbox.txt,14382,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_stage.txt,1824,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_stats.txt,1452,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_toplist.txt,2609,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_triview.txt,16390,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_triview_assembly.txt,3579,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_triview_bytecode.txt,3744,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_triview_source.txt,804,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_ui_viewer.txt,1734,
jitwatch,God Component,data/processed/prompts/god_component/jitwatch/org_adoptopenjdk_jitwatch_util.txt,24479,
jsoup,God Component,data/processed/prompts/god_component/jsoup/org_jsoup.txt,63833,
jsoup,God Component,data/processed/prompts/god_component/jsoup/org_jsoup_examples.txt,3757,
jsoup,God Component,data/processed/prompts/god_component/jsoup/org_jsoup_helper.txt,83259,
jsoup,God Component,data/processed/prompts/god_component/jsoup/org_jsoup_internal.txt,14708,
jsoup,God Component,data/processed/prompts/god_component/jsoup/org_jsoup_safety.txt,42308,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing.txt,18747,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_aztec.txt,2534,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_aztec_decoder.txt,12974,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_aztec_detector.txt,17998,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_aztec_encoder.txt,11237,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android.txt,47496,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_book.txt,6418,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_camera.txt,11118,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_camera_open.txt,1434,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_clipboard.txt,678,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_encode.txt,11207,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_history.txt,5397,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_result.txt,13083,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_result_supplement.txt,4081,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_share.txt,5253,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_android_wifi.txt,3112,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_j2se.txt,14367,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_client_result.txt,29411,
