Project,Package,Class,Method,Smell,Description,File
jsoup,org.jsoup.safety,CleanerTest,configuredCleanerMayBeSharedAcrossThreads,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.parseBodyFragment; org.jsoup.nodes.Element.html; org.jsoup.nodes.Document.body; org.jsoup.safety.SafelistPresets.basicWithImages; org.jsoup.safety.Cleaner.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,configuredCleanerMayBeSharedAcrossThreads,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation),/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,cleanDoesNotModifyInputDocumentWhenResolvingRelativeLinks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,cleanDoesNotModifyInputDocumentWhenResolvingRelativeLinks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.parseBodyFragment; org.jsoup.nodes.Element.html; org.jsoup.nodes.Element.expectFirst; org.jsoup.nodes.Document.body; org.jsoup.safety.Cleaner.clean; org.jsoup.safety.SafelistPresets.basic; org.jsoup.nodes.Node.attr,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,isValidDoesNotModifyInputDocumentWhenResolvingRelativeLinks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,isValidDoesNotModifyInputDocumentWhenResolvingRelativeLinks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.parseBodyFragment; org.jsoup.nodes.Element.html; org.jsoup.nodes.Element.expectFirst; org.jsoup.nodes.Document.body; org.jsoup.safety.Cleaner.isValid; org.jsoup.safety.Cleaner.clean; org.jsoup.safety.SafelistPresets.basic; org.jsoup.nodes.Node.attr,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsJavascriptWhenRelativeLinks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsJavascriptWhenRelativeLinks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.safety.SafelistPresets.basic; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksEnabled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksEnabled,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.clean; org.jsoup.safety.SafelistPresets.basic; org.jsoup.Jsoup.isValid,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksDisabled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksDisabled,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.clean; org.jsoup.safety.SafelistPresets.basic; org.jsoup.Jsoup.isValid,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesCustomProtocols,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesCustomProtocols,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.SafelistPresets.basicWithImages; org.jsoup.Jsoup.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,supplyOutputSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,supplyOutputSettings,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.clean; org.jsoup.nodes.OutputSettings.prettyPrint; org.jsoup.safety.SafelistPresets.relaxed,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesFramesets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesFramesets,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Document.body; org.jsoup.Jsoup.parse; org.jsoup.safety.Cleaner.clean; org.jsoup.safety.SafelistPresets.basic; org.jsoup.nodes.Element.childNodeSize; org.jsoup.Jsoup.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,cleanerPreservesCaseVariantOfMatchingEnforcedAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,cleanerPreservesCaseVariantOfMatchingEnforcedAttribute,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.expectFirst; org.jsoup.safety.Cleaner.isValid; org.jsoup.safety.Cleaner.clean; org.jsoup.parser.Parser.htmlParser; org.jsoup.nodes.Node.hasAttr; org.jsoup.safety.SafelistPresets.basic; org.jsoup.nodes.Node.attr; org.jsoup.parser.Parser.settings,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesNestedQuotesInAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesNestedQuotesInAttribute,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.SafelistPresets.relaxed; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,copiesOutputSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,copiesOutputSettings,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.OutputSettings.syntax; org.jsoup.nodes.OutputSettings.syntax; org.jsoup.nodes.Element.html; org.jsoup.safety.SafelistPresets.none; org.jsoup.nodes.Document.body; org.jsoup.Jsoup.parse; org.jsoup.safety.Cleaner.clean; org.jsoup.nodes.Document.outputSettings,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,preservesSourcePosition,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,preservesSourcePosition,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Node.sourceRange; org.jsoup.nodes.Element.expectFirst; org.jsoup.nodes.Range.toString; org.jsoup.nodes.Attributes.sourceRange; org.jsoup.parser.Parser.setTrackPosition; org.jsoup.safety.SafelistPresets.relaxed; org.jsoup.safety.Cleaner.clean; org.jsoup.parser.Parser.htmlParser; org.jsoup.nodes.Element.attributes; org.jsoup.nodes.Element.endSourceRange; org.jsoup.nodes.Element.id,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,nofollowOnlyOnExternalLinks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,nofollowOnlyOnExternalLinks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.clean; org.jsoup.safety.SafelistPresets.relaxed; org.jsoup.safety.Safelist.addEnforcedAttribute; org.jsoup.safety.SafelistPresets.basic; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,canSupplyConfiguredTagset,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,canSupplyConfiguredTagset,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.text; org.jsoup.nodes.Document.body; org.jsoup.Jsoup.parse; org.jsoup.parser.Parser.htmlParser; org.jsoup.parser.TagSet.valueOf; org.jsoup.parser.Tag.clear; org.jsoup.parser.Tag.set; org.jsoup.nodes.Element.html; org.jsoup.parser.TagSet.Html; org.jsoup.safety.SafelistPresets.relaxed; org.jsoup.parser.Parser.tagSet; org.jsoup.safety.Cleaner.clean; org.jsoup.Jsoup.clean,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.nodes,ElementTest,getElementsByTagName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,getElementsByTagName,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Node.childNode; org.jsoup.nodes.Element.getElementsByTag; org.jsoup.nodes.TextNode.getWholeText; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.id; org.jsoup.nodes.Node.attr,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,getNamespacedElementsByTag,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,getNamespacedElementsByTag,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.tagName; org.jsoup.select.Elements.first; org.jsoup.nodes.Element.getElementsByTag; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.id,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetElementById,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/langchain_prototype/new/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
